Time,CLAV,,,LASI,,,RASI,,,LKNE,,,LANK,,,LHEE,,,LTOE,,,RKNE,,,RANK,,,RHEE,,,RTOE,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
21.74,-117.511,2131.8,1266.12,-207.256,2174.52,899.69,46.1832,2151.95,881.467,-226.533,2202.59,440.073,-196.012,2237.62,47.5658,-128.781,2180.63,9.06722,-133.669,2413.95,19.9869,31.4236,2050.16,411.333,20.6461,1831.54,68.0086,-22.2631,1779.4,107.111,-50.4952,1979.75,6.94463
21.75,-118.512,2138.9,1267.21,-208.352,2182.97,901.128,44.9989,2159.72,881.995,-226.805,2208.66,440.463,-195.56,2238.31,47.7054,-128.438,2180.79,9.23625,-133.268,2414.48,18.7456,32.1348,2060.86,411.795,21.8916,1836.03,71.978,-20.7512,1785.08,112.791,-49.8574,1981.42,6.56621
21.76,-119.511,2145.79,1268.27,-209.445,2191.4,902.155,43.9527,2167.14,882.545,-226.716,2213.8,440.749,-194.966,2238.94,47.9774,-128.208,2181.12,9.4885,-132.966,2414.86,17.8235,32.9083,2071.6,412.281,22.9632,1840.45,75.7582,-19.2475,1790.98,118.715,-49.2014,1983.08,6.15084
21.77,-120.453,2152.66,1269.28,-210.414,2199.69,903.004,42.9945,2174.12,883.1,-226.742,2218.61,440.72,-194.274,2239.46,48.2582,-127.866,2181.36,9.80599,-132.616,2415.18,17.1085,33.7935,2082.41,412.81,24.3193,1845.26,80.2355,-17.8311,1797.08,124.886,-48.4896,1984.92,5.90145
21.78,-121.27,2159.25,1270.18,-211.241,2207.77,903.653,42.1097,2180.93,883.708,-226.747,2223.01,440.635,-193.596,2239.91,48.4892,-127.691,2181.53,10.194,-132.327,2415.48,16.505,34.6218,2093.29,413.385,25.7127,1850.26,85.1099,-16.4016,1803.43,131.348,-47.5642,1986.67,5.70075
21.79,-122.011,2165.97,1271.04,-211.919,2215.65,904.209,41.4273,2187.35,884.302,-226.809,2227.24,440.506,-192.944,2240.32,48.6532,-127.418,2181.67,10.4508,-132.165,2415.65,16.3706,35.5489,2104.23,414.065,26.9585,1855.42,90.3373,-15.0674,1809.95,138.147,-46.4057,1988.37,5.7329
21.8,-122.712,2172.46,1271.79,-212.474,2223.27,904.79,40.7399,2193.65,884.985,-227.188,2231.19,440.46,-192.537,2240.61,48.7689,-127.169,2181.79,10.6087,-131.865,2415.72,16.2513,36.5511,2115.21,415.046,28.1099,1860.74,95.7771,-14.004,1816.8,145.108,-45.3414,1990.31,6.1743
21.81,-123.354,2178.87,1272.58,-212.932,2230.56,905.403,40.0681,2199.69,885.706,-227.607,2234.98,440.45,-192.291,2240.92,48.8456,-127.095,2181.95,10.8131,-131.714,2415.7,16.324,37.5193,2126.27,416.14,29.082,1866.29,101.416,-13.092,1824.03,152.09,-44.2776,1993.01,7.01796
21.82,-123.949,2185.14,1273.18,-213.462,2237.71,906.251,39.3818,2205.63,886.375,-228.109,2238.59,440.494,-192.073,2241.24,48.8933,-127,2182.05,11.0037,-131.664,2415.72,16.3341,38.4981,2137.24,417.13,29.8745,1871.93,107.106,-12.513,1831.44,159.074,-43.104,1996.36,8.36356
21.83,-124.511,2191.27,1273.82,-213.946,2244.55,906.966,38.6761,2211.47,887.122,-228.747,2241.97,440.461,-191.869,2241.54,48.9298,-126.887,2182.05,11.165,-131.613,2415.78,16.3179,39.5183,2148.06,418.209,30.6069,1877.74,112.764,-12.1705,1839.14,165.93,-41.6774,1999.57,9.54399
21.84,-124.937,2197.17,1274.34,-214.537,2251.15,907.618,37.9392,2217.1,887.794,-229.422,2245.09,440.422,-191.644,2241.89,48.9755,-126.809,2182.19,11.3401,-131.533,2415.86,16.2687,40.6832,2158.66,419.343,31.1857,1883.69,118.392,-11.9864,1847.16,172.66,-40.1038,2002.34,10.054
21.85,-125.371,2202.99,1274.9,-215.19,2257.55,908.309,37.2034,2222.67,888.516,-230.099,2247.93,440.358,-191.511,2242.09,48.9926,-126.781,2182.2,11.4826,-131.44,2415.93,16.2485,41.8386,2168.77,420.376,31.5547,1889.82,123.892,-11.9978,1855.26,179.138,-38.7369,2006.13,11.015
21.86,-125.775,2208.62,1275.44,-215.802,2263.63,908.781,36.4155,2228.06,889.089,-230.803,2250.35,440.168,-191.376,2242.26,48.9716,-126.686,2182.27,11.6221,-131.405,2415.91,16.2293,42.9834,2178.98,421.575,31.3967,1896.01,128.977,-12.2851,1863.23,184.952,-37.6819,2009.94,11.532
21.87,-126.152,2214.2,1276.02,-216.493,2269.51,909.327,35.6361,2233.31,889.671,-231.521,2252.43,440.106,-191.29,2242.38,49.0095,-126.69,2182.34,11.7634,-131.308,2415.88,16.2555,44.2596,2188.52,422.878,31.3459,1902.79,133.024,-13.059,1870.8,189.42,-36.8409,2014.65,11.9556
21.88,-126.416,2219.59,1276.48,-217.112,2275.2,909.703,34.9305,2238.4,890.183,-232.245,2254.31,439.99,-191.284,2242.49,49.005,-126.852,2182.43,11.922,-131.268,2415.91,16.286,45.6047,2197.44,424.234,30.9153,1909.49,136.861,-14.9719,1878.05,192.658,-35.2179,2021.22,12.7054
21.89,-126.71,2224.93,1277.01,-217.764,2280.51,909.999,34.2354,2243.36,890.658,-232.969,2255.92,439.948,-191.317,2242.57,48.9675,-126.711,2182.38,11.9506,-131.24,2415.85,16.2534,46.8358,2205.79,425.699,30.3867,1916.53,139.822,-17.1792,1885.66,194.626,-32.0547,2029.66,14.5685
21.9,-127.014,2230.04,1277.44,-218.393,2285.83,910.368,33.5547,2248.21,891.089,-233.731,2257.34,439.787,-191.341,2242.67,48.9162,-126.872,2182.42,12.1253,-131.235,2415.86,16.2417,48.0123,2213.61,427.281,29.6393,1924.21,141.911,-19.5729,1893.65,195.406,-27.8449,2039.81,16.5024
21.91,-127.24,2235.12,1277.89,-218.983,2290.79,910.644,32.8863,2252.92,891.533,-234.57,2258.52,439.722,-191.374,2242.71,48.8872,-126.912,2182.53,12.1033,-131.247,2415.86,16.2051,48.8931,2221.24,428.717,28.9706,1932.27,143.121,-22.037,1901.94,195.05,-21.9742,2052.07,18.9416
21.92,-127.463,2240.03,1278.41,-219.602,2295.68,910.941,32.277,2257.46,892.081,-235.444,2259.59,439.579,-191.45,2242.76,48.8476,-126.486,2183.29,11.8091,-131.244,2415.85,16.1981,49.8574,2227.69,430.664,28.1763,1940.92,143.315,-24.4481,1910.64,193.748,-16.3258,2064.04,20.7604
21.93,-127.739,2244.79,1278.76,-220.228,2300.43,911.148,31.5799,2261.96,892.635,-236.391,2260.5,439.849,-191.518,2242.78,48.809,-126.977,2182.85,12.619,-131.292,2415.83,16.169,50.7954,2234.43,431.896,27.7416,1949.72,143.014,-26.8482,1919.72,191.451,-11.0666,2076.3,22.0282
21.94,-127.943,2249.58,1279.29,-220.806,2304.93,911.3,31.0328,2266.26,893.21,-237.155,2261.38,439.722,-191.592,2242.76,48.7659,-127.18,2182.53,12.8194,-131.309,2415.85,16.1606,51.4444,2240.6,433.131,27.2373,1959.1,141.795,-29.1466,1929.03,188.26,-5.8738,2089.21,22.9393
21.95,-128.17,2254.03,1279.57,-221.296,2309.36,911.468,30.4568,2270.41,893.776,-237.977,2261.82,439.664,-191.626,2242.93,48.8532,-126.978,2182.77,12.6614,-131.318,2415.84,16.1477,52.2612,2246.81,433.978,26.8662,1968.88,139.907,-31.0906,1938.77,184.374,-0.817316,2102.45,23.3351
21.96,-128.363,2258.62,1279.92,-221.83,2313.61,911.424,29.9862,2274.41,894.339,-238.755,2262.33,439.54,-191.629,2242.88,48.7529,-126.914,2182.88,12.6226,-131.315,2415.84,16.1251,52.7826,2252.63,434.84,26.5995,1979.17,137.356,-32.7823,1948.76,179.871,3.94209,2115.98,23.6637
21.97,-128.61,2263.01,1280.31,-222.259,2317.61,911.35,29.5777,2278.34,894.842,-239.436,2262.85,439.416,-191.679,2242.91,48.663,-126.971,2182.78,12.6944,-131.33,2415.8,16.0607,53.4239,2258.35,435.623,26.4489,1989.75,134.203,-34.0954,1959.02,174.812,8.40784,2129.86,23.8579
21.98,-128.794,2267.33,1280.5,-222.593,2321.64,911.282,29.2377,2282.1,895.305,-240.038,2263.41,439.267,-191.746,2242.9,48.6365,-127.052,2182.81,12.726,-131.385,2415.71,15.9492,53.8306,2263.93,436.23,26.615,2000.59,130.494,-35.0431,1969.43,169.36,12.3551,2144.01,23.9085
21.99,-129.056,2271.58,1280.84,-222.867,2325.36,911.115,28.9142,2285.79,895.754,-240.535,2264.1,439.177,-191.795,2242.95,48.615,-127.028,2182.82,12.7299,-131.506,2415.63,15.9389,54.1353,2269.09,436.861,27.1091,2012.1,126.117,-35.6047,1980.24,163.451,16.1138,2158.98,23.9488
22,-129.261,2275.71,1280.94,-223.094,2329.06,910.914,28.694,2289.34,896.156,-240.867,2264.77,439.056,-191.816,2242.97,48.62,-126.993,2182.95,12.7051,-131.496,2415.61,15.9216,54.4295,2274.18,437.408,27.4554,2023.69,121.295,-35.8815,1991.31,157.211,18.3615,2172.55,22.9644
22.01,-129.491,2279.78,1281.17,-223.349,2332.59,910.694,28.4792,2292.7,896.415,-241.169,2265.48,438.931,-191.816,2242.98,48.546,-126.988,2182.96,12.73,-131.459,2415.59,15.9134,54.673,2279.2,437.683,27.656,2035.39,116.169,-35.9466,2002.61,150.813,20.6689,2187.33,22.1315
22.02,-129.656,2283.7,1281.24,-223.525,2335.94,910.51,28.331,2295.98,896.677,-241.42,2266.25,438.859,-191.801,2242.96,48.5355,-127.007,2182.92,12.773,-131.441,2415.56,15.9298,54.9429,2284.1,437.769,28.7135,2047.71,110.712,-35.2437,2015.95,143.438,22.3557,2202.44,21.3642
22.03,-129.864,2287.62,1281.33,-223.646,2339.16,910.271,28.2413,2299.2,896.875,-241.621,2267.07,438.794,-191.801,2242.96,48.5357,-127.219,2182.74,12.9459,-131.386,2415.56,15.9475,55.1199,2288.92,437.654,29.1067,2060.02,104.964,-34.4652,2027.38,136.693,23.5079,2217.56,20.5372
22.04,-130.011,2291.48,1281.44,-223.763,2342.31,910.05,28.1128,2302.34,897.118,-241.746,2267.88,438.661,-191.761,2243,48.5186,-126.87,2183.18,12.873,-131.379,2415.53,15.9691,55.3327,2293.61,437.5,30.4968,2072.68,99.1856,-33.3416,2038.27,130.281,24.0953,2232.67,19.697
22.05,-130.165,2295.09,1281.4,-223.865,2345.32,909.796,28.0195,2305.37,897.266,-241.844,2268.74,438.555,-191.729,2242.99,48.5091,-126.574,2183.61,12.6275,-131.355,2415.52,15.9925,55.4982,2298.16,437.211,31.5137,2085.35,93.2389,-32.2809,2050.48,123.148,24.4261,2247.73,18.6403
22.06,-130.308,2298.68,1281.37,-223.949,2348.33,909.529,27.9457,2308.32,897.378,-241.928,2269.61,438.477,-191.71,2243.01,48.4879,-126.529,2183.56,12.6164,-131.324,2415.53,16.0005,55.6475,2302.55,436.81,32.2136,2098.25,87.1644,-30.9147,2062.2,116.446,24.4653,2262.72,17.5152
22.07,-130.4,2302.23,1281.35,-224.027,2351.2,909.205,27.8726,2311.24,897.396,-242.021,2270.43,438.358,-191.711,2243.06,48.4794,-126.56,2183.6,12.6184,-131.235,2415.57,16.0123,55.754,2306.67,436.247,33.6308,2111.11,81.384,-29.4914,2073.79,109.821,24.2113,2277.88,16.61
22.08,-130.459,2305.66,1281.24,-224.119,2353.96,908.937,27.8323,2314.1,897.404,-242.081,2271.14,438.251,-191.714,2243.07,48.4804,-127.405,2181.99,13.202,-131.458,2415.44,16.1568,55.8264,2310.66,435.66,34.6358,2123.93,75.6264,-28.0231,2085.34,103.251,23.814,2292.89,15.9797
22.09,-130.502,2308.97,1281.11,-224.158,2356.73,908.657,27.8017,2316.93,897.318,-242.228,2271.82,438.169,-191.726,2243.09,48.4893,-126.856,2182.62,12.5914,-131.45,2415.42,16.1491,55.9055,2314.63,434.99,35.5441,2136.71,70.029,-26.6564,2096.77,96.8517,23.5118,2307.31,15.5244
22.1,-130.485,2312.21,1280.96,-224.187,2359.44,908.398,27.7841,2319.75,897.264,-242.301,2272.6,438.113,-191.725,2243.11,48.4734,-126.857,2182.68,12.5516,-131.46,2415.44,16.1571,55.893,2318.47,434.353,36.4689,2149.02,64.7929,-25.35,2108.16,90.7511,23.3227,2321.17,15.0359
22.11,-130.479,2315.24,1280.7,-224.218,2362.03,908.206,27.787,2322.49,897.075,-242.351,2273.44,438.056,-191.724,2243.1,48.507,-126.817,2182.66,12.6328,-131.449,2415.42,16.1486,55.8503,2322.3,433.648,37.1597,2161.31,59.629,-24.0401,2119.25,85.2063,23.1941,2334.28,14.0262
22.12,-130.422,2318.29,1280.49,-224.203,2364.43,907.895,27.8453,2325.28,896.901,-242.384,2274.39,438.004,-191.709,2243.15,48.5341,-126.814,2182.68,12.6683,-131.449,2415.42,16.1482,55.8062,2326.05,432.924,38.196,2172.72,55.4816,-22.9393,2130,80.1363,22.9292,2346.81,13.0941
22.13,-130.291,2321.17,1280.19,-224.14,2366.82,907.791,27.9273,2327.92,896.69,-242.413,2275.47,438.023,-191.696,2243.17,48.5669,-126.933,2182.87,12.7739,-131.454,2415.42,16.0912,55.7155,2329.91,432.182,38.9785,2183.09,52.2207,-22.1389,2139.7,75.7608,23.0631,2358.41,13.3388
22.14,-130.125,2323.96,1279.92,-224.075,2369.14,907.715,28.0396,2330.65,896.473,-242.353,2276.78,437.992,-191.666,2243.27,48.6301,-126.921,2182.84,12.9152,-131.461,2415.45,16.0904,55.5436,2333.84,431.494,39.5885,2192.35,49.787,-21.6053,2148.51,72.1916,23.8029,2368.35,14.2155
22.15,-129.925,2326.57,1279.63,-224.012,2371.41,907.653,28.175,2333.26,896.196,-242.253,2278.12,438.013,-191.63,2243.28,48.6997,-126.886,2182.88,13.0039,-131.453,2415.42,16.0686,55.2905,2337.52,431.042,40.1855,2200.4,47.9737,-21.1841,2156.33,69.399,24.8517,2376.84,14.7695
22.16,-129.631,2329.01,1279.35,-223.967,2373.67,907.689,28.2877,2335.9,895.923,-242.104,2279.73,438.278,-191.597,2243.38,48.8116,-126.886,2182.91,13.2049,-131.45,2415.43,16.0816,54.8909,2341.15,430.886,40.8056,2207.41,46.6698,-20.8227,2163.33,67.1866,26.1159,2384.09,15.0722
22.17,-129.305,2331.38,1279.09,-223.902,2375.76,907.699,28.476,2338.62,895.789,-241.895,2281.18,438.378,-191.589,2243.44,48.8939,-126.85,2182.91,13.3749,-131.463,2415.46,16.0407,54.3353,2344.51,430.664,41.4968,2213.55,45.6458,-20.2447,2169.27,65.447,27.0799,2390.08,15.3119
22.18,-128.916,2333.65,1278.97,-223.843,2377.93,907.791,28.563,2341.3,895.586,-241.667,2282.59,438.441,-191.567,2243.52,48.9934,-126.781,2183.03,13.492,-131.492,2415.45,16.0118,53.7419,2347.6,430.384,42.1198,2218.75,44.8723,-19.6962,2174.46,64.0694,27.5557,2395.48,15.4462
22.19,-128.488,2335.65,1278.74,-223.817,2380.15,907.873,28.7594,2344.16,895.51,-241.464,2284.03,438.483,-191.544,2243.57,49.0913,-126.769,2183.04,13.6441,-131.466,2415.45,16.0106,53.1064,2350.58,430.056,42.6939,2223.29,44.3172,-19.1157,2178.76,62.9902,27.5406,2400.42,15.4397
22.2,-128.04,2337.76,1278.62,-223.73,2382.3,908.051,28.8757,2347,895.432,-241.323,2285.33,438.549,-191.526,2243.66,49.1971,-126.758,2183.1,13.7798,-131.487,2415.47,15.9945,52.5465,2353.39,429.583,43.2249,2227.2,43.8733,-18.5271,2182.32,62.0795,27.2657,2404.32,15.267
22.21,-127.535,2339.64,1278.55,-223.699,2384.45,908.146,29.0454,2349.99,895.379,-241.177,2286.6,438.635,-191.535,2243.74,49.3178,-126.749,2183.07,13.9916,-131.52,2415.51,16.0013,52.0136,2356.09,429.055,43.5774,2230.31,43.5569,-17.9455,2185.1,61.4246,26.7228,2407.42,14.8993
22.22,-127.02,2341.55,1278.51,-223.721,2386.63,908.206,29.2398,2353.06,895.313,-241.022,2287.8,438.716,-191.561,2243.78,49.4385,-126.796,2183.12,14.2145,-131.534,2415.51,15.9244,51.4016,2358.46,428.34,43.9525,2232.77,43.2525,-17.2527,2187.1,60.8098,25.9539,2409.83,14.6667
22.23,-126.492,2343.23,1278.43,-223.728,2388.78,908.382,29.3462,2356.27,895.223,-240.896,2288.92,438.846,-191.588,2243.85,49.5553,-126.786,2183.23,14.3984,-131.588,2415.54,15.8998,50.8338,2360.53,427.598,44.4047,2234.66,42.843,-16.4677,2188.51,60.1724,24.9125,2411.63,14.5805
22.24,-125.966,2344.96,1278.38,-223.719,2390.99,908.395,29.4627,2359.57,895.098,-240.783,2290.06,438.947,-191.626,2243.93,49.7002,-126.772,2183.2,14.5731,-131.637,2415.57,15.9695,50.1567,2362.39,426.862,44.8756,2236.13,42.5087,-15.5661,2189.35,59.6668,23.8249,2412.94,14.3185
22.25,-125.373,2346.65,1278.43,-223.817,2393.08,908.425,29.5849,2363,894.92,-240.719,2290.99,439.045,-191.612,2244,49.8216,-126.761,2183.23,14.802,-131.656,2415.59,15.9642,49.6028,2363.5,425.97,45.3656,2236.85,42.2379,-14.7381,2189.62,59.2103,22.9064,2413.55,13.7592
22.26,-124.765,2348.3,1278.35,-223.976,2395.2,908.499,29.6945,2366.58,894.664,-240.621,2291.88,439.103,-191.63,2244,49.9397,-126.736,2183.27,15.0245,-131.658,2415.6,15.904,48.999,2364.34,425.145,45.7543,2236.9,41.9199,-14.0657,2189.36,58.7648,22.2522,2413.52,13.3064
22.27,-124.246,2349.99,1278.41,-224.082,2397.32,908.408,29.8115,2370.14,894.326,-240.516,2292.72,439.219,-191.616,2244.05,50.0913,-126.722,2183.36,15.2677,-131.724,2415.63,15.8847,48.3403,2364.91,424.28,46.086,2236.84,41.3904,-13.3814,2188.73,58.0509,21.6099,2413.18,13.2635
22.28,-123.599,2351.55,1278.26,-224.159,2399.48,908.399,29.9157,2373.79,894.052,-240.323,2293.46,439.311,-191.563,2244.09,50.2613,-126.67,2183.36,15.6036,-131.779,2415.64,15.8681,47.7674,2364.85,423.554,46.3705,2236.72,40.7765,-12.8502,2188.14,57.1872,20.9088,2412.9,13.1759
22.29,-123.029,2353.12,1278.34,-224.123,2401.58,908.363,30.0281,2377.4,893.746,-240.096,2294.12,439.405,-191.533,2244.16,50.403,-126.595,2183.41,15.6708,-131.78,2415.68,15.8431,47.2236,2364.37,422.835,46.5753,2236.57,40.1178,-12.4856,2187.68,56.2693,20.3952,2412.76,12.8611
22.3,-122.392,2354.82,1278.42,-224.106,2404.05,908.544,30.1986,2380.98,893.456,-239.805,2294.72,439.554,-191.436,2244.15,50.5632,-126.545,2183.49,15.8756,-131.88,2415.7,15.8074,46.6822,2363.56,422.149,46.5708,2236.25,39.4113,-12.4056,2187.31,55.2218,20.3095,2412.58,12.6843
22.31,-121.736,2356.43,1278.44,-223.962,2405.91,908.403,30.3759,2384.44,893.308,-239.508,2295.32,439.707,-191.34,2244.21,50.7384,-126.443,2183.57,16.0814,-131.856,2415.71,15.7421,46.155,2362.48,421.541,46.3723,2235.92,38.7918,-12.6834,2186.84,54.2408,20.2311,2412.36,12.5101
22.32,-121.082,2358.02,1278.58,-223.774,2407.83,908.376,30.5541,2387.84,893.283,-239.113,2295.83,439.816,-191.288,2244.21,50.9079,-126.392,2183.56,16.337,-131.872,2415.7,15.6661,45.6587,2361.19,421.021,45.966,2235.72,38.3599,-13.1793,2186.64,53.3822,19.96,2412.22,12.2727
22.33,-120.441,2359.61,1278.67,-223.605,2409.83,908.433,30.8029,2391.13,893.469,-238.66,2296.37,440.031,-191.2,2244.26,51.132,-126.345,2183.64,16.5373,-131.817,2415.69,15.5961,45.2172,2359.88,420.679,45.4459,2235.6,38.2044,-13.8018,2186.45,52.8718,19.5443,2412.14,12.0981
22.34,-119.857,2361.11,1278.88,-223.433,2411.64,908.479,31.0844,2394.29,893.769,-238.247,2296.96,440.238,-191.122,2244.29,51.3688,-126.243,2183.7,16.7528,-131.827,2415.72,15.6047,44.6921,2358.45,420.634,44.9944,2235.52,38.1601,-14.3997,2186.46,52.4591,19.096,2412.18,11.898
22.35,-119.231,2362.65,1279.17,-223.213,2413.4,908.546,31.3818,2397.24,894.179,-237.733,2297.63,440.5,-191.079,2244.35,51.625,-126.206,2183.77,16.9664,-131.864,2415.75,15.5616,44.0204,2357.14,420.698,44.5387,2235.56,38.2007,-14.9211,2186.46,52.1672,18.7646,2412.23,11.6748
22.36,-118.543,2364.2,1279.44,-223.014,2414.99,908.664,31.7005,2400.13,894.648,-237.178,2298.29,440.79,-191.029,2244.45,51.9067,-126.144,2183.82,17.3352,-131.855,2415.81,15.5612,43.393,2355.7,420.932,44.2808,2235.53,38.1969,-15.2799,2186.38,51.8975,18.5066,2412.21,11.5476
22.37,-117.848,2365.64,1279.8,-222.777,2416.49,908.731,32.0602,2402.86,895.22,-236.696,2299.04,441.152,-190.959,2244.54,52.271,-126.083,2183.91,17.6769,-131.86,2415.86,15.5278,42.7599,2354.31,421.279,44.0424,2235.55,38.2043,-15.5602,2186.34,51.7415,18.2361,2412.26,11.5206
22.38,-117.167,2367,1280.2,-222.467,2418.05,909.026,32.4389,2405.54,895.869,-236.124,2299.82,441.519,-190.884,2244.65,52.619,-125.977,2184,18.0866,-131.88,2415.9,15.4955,42.3636,2353.06,421.692,43.8747,2235.53,38.2105,-15.7251,2186.24,51.6218,18.0607,2412.24,11.5308
22.39,-116.493,2368.29,1280.65,-222.198,2419.54,909.332,32.7849,2408.08,896.495,-235.608,2300.57,441.901,-190.828,2244.75,52.9956,-125.915,2184.1,18.4893,-131.87,2415.95,15.4761,42.1626,2351.76,422.271,43.7109,2235.53,38.2504,-15.9084,2186.22,51.4534,17.8384,2412.11,11.4764
22.4,-115.843,2369.72,1281.15,-221.926,2420.83,909.638,33.102,2410.59,897.123,-235.131,2301.39,442.259,-190.793,2244.86,53.328,-125.843,2184.26,18.8245,-131.859,2416.02,15.4448,42.2974,2350.32,422.707,43.5503,2235.52,38.2566,-16.0316,2186.14,51.3512,17.6487,2412.03,11.475
22.41,-115.131,2371.1,1281.65,-221.742,2422.19,909.945,33.3486,2413.03,897.755,-234.608,2302.16,442.62,-190.784,2245,53.6568,-125.817,2184.27,19.3394,-131.85,2416.05,15.4162,42.6526,2348.87,423.233,43.4912,2235.49,38.2223,-16.0854,2186.1,51.2098,17.486,2412,11.4974
22.42,-114.433,2372.31,1282.1,-221.588,2423.35,910.256,33.5785,2415.44,898.313,-234.165,2302.94,442.897,-190.786,2245.08,53.9682,-125.823,2184.37,19.7821,-131.857,2416.09,15.4246,43.4479,2347.32,423.688,43.4912,2235.46,38.1943,-16.0816,2186.01,51.139,17.3556,2411.93,11.4995
22.43,-113.785,2373.52,1282.36,-221.5,2424.36,910.403,33.7641,2417.68,898.81,-233.709,2303.57,443.149,-190.783,2245.17,54.228,-125.811,2184.5,20.1471,-131.859,2416.14,15.4054,44.4324,2345.61,424.037,43.543,2235.41,38.0728,-15.9498,2185.97,50.9777,17.2959,2411.88,11.524
22.44,-113.127,2374.87,1282.7,-221.439,2425.55,910.582,33.8984,2419.93,899.168,-233.376,2304.02,443.384,-190.769,2245.2,54.4715,-125.812,2184.53,20.4801,-131.859,2416.14,15.4052,45.6368,2343.79,424.403,43.6581,2235.35,37.8875,-15.7569,2185.76,50.8205,17.2328,2411.81,11.5558
22.45,-112.489,2376.03,1282.91,-221.309,2426.58,910.641,34.0437,2422.16,899.621,-233.036,2304.41,443.522,-190.732,2245.25,54.6379,-125.76,2184.57,20.599,-131.854,2416.21,15.3875,46.9482,2341.93,424.731,43.8067,2235.2,37.6924,-15.5131,2185.63,50.6381,17.1864,2411.72,11.5647
22.46,-111.935,2377.09,1283.01,-221.231,2427.54,910.634,34.2238,2424.26,899.809,-232.721,2304.63,443.662,-190.679,2245.25,54.7672,-125.73,2184.66,20.6894,-131.823,2416.22,15.3969,48.3566,2339.96,425,43.9859,2235.1,37.4608,-15.3162,2185.47,50.4146,17.1411,2411.59,11.6013
22.47,-111.306,2378.28,1283.08,-221.117,2428.62,910.583,34.3756,2426.24,900.002,-232.489,2304.75,443.743,-190.621,2245.27,54.8806,-125.648,2184.71,20.7837,-131.815,2416.19,15.3753,49.7724,2338.02,425.345,44.1502,2234.97,37.2102,-15.0964,2185.22,50.1771,17.1107,2411.51,11.6638
22.48,-110.686,2379.36,1282.98,-220.921,2429.61,910.48,34.6116,2428.17,900.078,-232.254,2304.83,443.854,-190.576,2245.23,54.9618,-125.59,2184.75,20.8394,-131.822,2416.22,15.3746,51.2596,2336.18,425.625,44.2979,2234.81,36.9489,-14.9346,2185.03,49.8968,17.0631,2411.36,11.6775
22.49,-110.157,2380.35,1282.93,-220.697,2430.54,910.345,34.884,2430,900.093,-232.052,2304.86,443.893,-190.536,2245.25,55.0259,-125.558,2184.78,20.9296,-131.82,2416.23,15.3878,52.6495,2334.37,425.733,44.4327,2234.67,36.7564,-14.8028,2184.82,49.6447,17.0145,2411.23,11.7167
22.5,-109.59,2381.47,1282.89,-220.374,2431.48,910.212,35.1554,2431.8,900.019,-231.85,2304.91,443.941,-190.51,2245.23,55.0614,-125.526,2184.78,20.9603,-131.823,2416.22,15.3751,53.903,2332.5,425.814,44.491,2234.53,36.5136,-14.6885,2184.65,49.337,16.9045,2411.13,11.777
22.51,-109.043,2382.43,1282.65,-220.12,2432.52,910.079,35.4657,2433.43,899.827,-231.66,2304.94,443.977,-190.492,2245.22,55.0899,-125.539,2184.76,20.9829,-131.82,2416.23,15.3876,55.027,2330.85,426.005,44.5497,2234.43,36.3456,-14.6291,2184.45,49.1297,16.8043,2411.02,11.8418
22.52,-108.484,2383.42,1282.5,-219.832,2433.38,909.844,35.7783,2435.01,899.618,-231.437,2305,443.954,-190.482,2245.22,55.133,-125.507,2184.82,20.9471,-131.794,2416.23,15.3897,56.0227,2329.22,426.081,44.5204,2234.3,36.1825,-14.5559,2184.38,48.8593,16.6594,2410.91,11.9017
22.53,-108.001,2384.28,1282.23,-219.508,2434.29,909.592,36.0917,2436.56,899.384,-231.175,2305.01,443.943,-190.458,2245.2,55.1111,-125.49,2184.82,20.8938,-131.784,2416.24,15.4282,57.0143,2327.7,426.214,44.5207,2234.21,36.0611,-14.5725,2184.2,48.6184,16.5194,2410.8,11.9884
22.54,-107.384,2385.12,1282,-219.19,2435.19,909.349,36.3999,2437.89,899.048,-230.938,2304.93,443.899,-190.421,2245.16,55.0734,-125.487,2184.74,20.8643,-131.765,2416.22,15.4531,57.9068,2326.27,426.261,44.4758,2234.1,35.9111,-14.5925,2184.03,48.4032,16.3972,2410.67,12.0684
22.55,-106.886,2385.88,1281.73,-218.92,2436.1,909.07,36.7315,2439.26,898.761,-230.654,2304.82,443.822,-190.34,2245.14,55.0459,-125.474,2184.75,20.8434,-131.758,2416.22,15.4502,58.8271,2324.91,426.345,44.4611,2233.96,35.7794,-14.569,2183.91,48.1704,16.2193,2410.6,12.216
22.56,-106.294,2386.73,1281.49,-218.59,2437.02,908.731,37.0134,2440.5,898.446,-230.326,2304.56,443.761,-190.246,2245.04,54.9656,-125.436,2184.71,20.7485,-131.704,2416.18,15.4831,59.6716,2323.75,426.336,44.4473,2233.91,35.6488,-14.5552,2183.77,47.9164,16.1191,2410.52,12.2736
